nct_id,title,acronym,status,study_results,conditions,interventions,outcome_measures,sponsors,gender,min_age,max_age,age_groups,phases,enrollment,funded_bys,study_types,exp_acc_types,study_designs,other_ids,start_date,primary_completion_date,completion_date,study_first_posted,last_update_posted,locations,documents,url
NCT05184127,Evaluation of Safety & Efficacy of MIR 19 ® Inhalation Solution in Patients With Moderate COVID-19, ,Completed,No Results Available,COVID-19,MIR 19 ®|Standard COVID-19 therapy,Relief of fever|Respiratory rate|Oxygen saturation|Severity of cough,National Research Center - Institute of Immunology Federal Medical-Biological Agency of Russia|St. Petersburg Research Institute of Vaccines and Sera,All,18 Years,65 Years,Adult|Older Adult,Phase 2,156,Other,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SiCoV/KK46- 2021_CSR,"April 27, 2021","September 7, 2021","September 7, 2021","January 11, 2022","January 11, 2022","NRC Institute of Immunology FMBA, Moscow, Russian Federation", ,https://ClinicalTrials.gov/show/NCT05184127
NCT04747769,COVID-19. CT-Scan Modeling in COVID19 Sequelae,SILICOVILUNG,Recruiting,No Results Available,COVID-19, ,Qualitative and quantitative parameters obtained by in silico modeling of intra-pulmonary vascular remodeling in 3D at 2-4 months.|Specific mechanical parameters of pulmonary parenchymal stiffness/localized compliances obtained by dynamic poromechanical modeling at 2-4 months.,Assistance Publique - Hôpitaux de Paris,All,18 Years, ,Adult|Older Adult, ,50,Other,Observational, ,Observational Model: Case-Only|Time Perspective: Retrospective,APHP210006,"February 3, 2021","October 1, 2021",October 2021,"February 10, 2021","August 30, 2021","Hôpital Avicenne APHP, Bobigny, France", ,https://ClinicalTrials.gov/show/NCT04747769
NCT04552366,A Clinical Trial of a Recombinant Adenovirus 5 Vectored COVID-19 Vaccine (Ad5-nCoV) With Two Doses in Healthy Adults, ,"Active, not recruiting",No Results Available,COVID-19,Ad5-nCoV,Incidence of the AE in all groups|Seroconversion rate of the IgG antibody against SARS-CoV-2|Geomean titers of the IgG antibody against SARS-CoV-2|Seroconversion rate of the neutralizing antibody against SARS-CoV-2|Geomean titers of the neutralizing antibody against SARS-CoV-2|Incidence of Serious adverse events (SAE) in all groups|Cellular immune response by ELISpot|Geomean titers of neutralizing antibody response to Ad5-vector|Cellular immune response by ICS|Geomean titers of the IgA antibody against SARS-CoV-2,"Institute of Biotechnology, Academy of Military Medical Sciences, PLA of China|Zhongnan Hospital",All,18 Years, ,Adult|Older Adult,Phase 1,149,Other,Interventional, ,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,AMMS85-2004,"September 29, 2020","December 31, 2020","June 30, 2021","September 17, 2020","December 7, 2020","Zhongnan Hospital, Wuhan, Hubei, China", ,https://ClinicalTrials.gov/show/NCT04552366
NCT04336462,Hydrogen-Oxygen Generator With Nebulizer in the Improvement of Symptoms in Patients Infected With COVID-19,COVID-19,Recruiting,No Results Available,COVID-19,oxyhydrogen|Oxygen,Recovery time|Clinical Symptom Remission time|fever duration|Leicester cough questionaire (LCQ)|minimum oxygen|Negative conversion rate|white blood cell(WBC)|Red blood cells(RBC)|Hemoglobin(Hb )|Platelets(PLT)|Lymphocyte count|The percentage of lymphocyte|neutrophils|C-reactive protein (CRP)|Myocardial enzyme|liver function|Renal function|Muscle enzyme,"Shanghai Asclepius Meditec Inc.|Shanghai Public Health Clinical Center|Henan Provincial People's Hospital|Shenzhen Third People's Hospital|The First People's Hospital of Yunnan|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|Shanghai 6th People's Hospital|Guangdong Provincial Hospital of Traditional Chinese Medicine",All,18 Years,85 Years,Adult|Older Adult,Not Applicable,100,Industry|Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",JT202002LZ,"February 15, 2020","February 21, 2020","August 1, 2020","April 7, 2020","April 7, 2020","First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China", ,https://ClinicalTrials.gov/show/NCT04336462
NCT04534673,Pegylated Interferon Lambda for Treatment of COVID-19 Infection, ,Recruiting,No Results Available,COVID-19,Lambda 180 mcg S.C,Viral shedding in days since initial diagnosis|Rate of adverse events and severe adverse events|Time to clinical recovery|Rate of non-invasive or mechanical ventilation|Length of hospital stay|All-cause mortality|Undetectable COVID-19 virus levels,Soroka University Medical Center,All,18 Years, ,Adult|Older Adult,Phase 2,40,Other,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,0129-20-SOR|SCRC200006,"April 7, 2020","December 31, 2023","December 31, 2024","September 1, 2020","January 28, 2022","Soroka UMC, Be'er Sheva, Israel", ,https://ClinicalTrials.gov/show/NCT04534673
NCT04770467,"A Safety and Efficacy Study of Human Monoclonal Antibodies, BRII-196 and BRII-198 for the Treatment of Patients With COVID-19", ,Withdrawn,No Results Available,COVID-19,BRII-196 and BRII-198|Placebo,Incidence of adverse events (AEs)|Incidence of serious adverse events (SAEs)|Change from pre-dose baseline in RBC count|Change from pre-dose baseline in WBC count|Change from pre-dose baseline in Platelets count|Change from pre-dose baseline in Hemoglobin result|Change from pre-dose baseline in Creatine kinase result|Change from pre-dose baseline in Alanine aminotransferase (ALT) result|Time-weighted average changes in SARSCoV-2 RNA levels in nasopharyngeal swabs from baseline to Day 8|Duration of COVID-19 related symptoms through Day 29 among subjects with mild-moderate COVID-19|Proportion of subjects who have mild-moderate COVID-19 and develop severe COVID-19 after randomization|Assessment of PK parameters: maximum serum concentration observed (Cmax),"Brii Biosciences, Inc.|Brii Biosciences Limited",All,18 Years, ,Adult|Older Adult,Phase 2,0,Industry,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,BRII-196-198-002,February 2021,October 2022,October 2022,"February 25, 2021","June 7, 2021","Investigative Site 1, Hong Kong, China", ,https://ClinicalTrials.gov/show/NCT04770467
NCT04928430,Efficacy and Safety of XAV-19 for the Treatment of Moderate-to-severe COVID-19, ,Recruiting,No Results Available,COVID-19,XAV-19|Placebo,Proportion of patients with an aggravation of COVID-19|Change in Clinical parameters : body temperature|Change in Clinical parameters : Respiratory rate|Change in Clinical parameters : SpO2 at ambiant air|Change in Clinical parameters : Supplemental O2|Change in severity on Common Terminology Criteria of Adverse Events (CTCAE) scale (version 5.0)|Duration of patient's requirement in supplemental O2|Duration of aggravation|Length of hospital stay|Viral status: RT-PCR or RT-qPCR for SARS-CoV-2|Proportion of patients referred to Intensive Care Unit (ICU)|Proportion of patients with need for mechanical ventilation|Survival rates|Safety: Occurrence of adverse effects|Safety: hypersensitivity or allergy|Safety: laboratories abnormalities : white blood cell count|Safety: laboratories abnormalities : red blood cell count|Safety: laboratories abnormalities : hemoglobin|Safety: laboratories abnormalities : platelets|Safety: laboratories abnormalities : creatinine,Xenothera SAS,All,18 Years, ,Adult|Older Adult,Phase 2|Phase 3,722,Industry,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",XT-2002|2020-005979-12,"April 28, 2021","April 1, 2022","April 1, 2022","June 16, 2021","November 29, 2021","Multiprofile Hospital for Active Treatment "" St. Ekaterina"" - Dimitrovgrad - EOOD, COVID Departement, Dimitrovgrad, Bulgaria|University Multiprofile Hospital for Active Treatment - Plovdiv - AD, COVID Departement, Plovdiv, Bulgaria|Complex Oncological Center - Ruse Ltd, COVID Departement, Ruse, Bulgaria|Specialized Hospital for Active Treatment for Pneumophtisiatrics Diseases Dr. Dimitar Gramatikov - Ruse - EOOD, Departement of Pneumology, Ruse, Bulgaria|5th Multiprofile hospital for Active Treatment - Sofia - EAD, Departement of Pneumology and Phtisiatric, Sofia, Bulgaria|Evangelismos General Hospital of Athens, Critical Care Departement, Athens, Greece|""Sotiria"" General Hospital of Chest Diseases of Athens, 3rd Department of Medicine of University of Athens, Athens, Greece|University Hospital of Heraklion, Department of Internal Medicine & Infectious Diseases Unit, Heraklion, Greece|AHEPA University General Hospital of Thessaloniki, Infectious Diseases Division of 1st Internal Medicine Department, Thessaloniki, Greece|""Hippokration"" General Hospital of Thessaloniki, 3rd Department of Pediatrics, Thessaloniki, Greece|Leon Daniello Clinical Hospital of Pneumoftiziology, Cluj-napoca, Romania|Hospital for Infectious Diseases and Pneumology ""Victor Babeş"" Craiova, Craiova, Romania|Military Field Hospital ROL-2, Otopeni, Romania|Pius Brinzeu County Emergency Clinical Hospital Timisoara, Timisoara, Romania|Ramón y Cajal University Hospital, Madrid, Spain|Puerta del Hierro University Hospital, Majadahonda, Spain|Bağcılar Medipol Mega Universite Hastanesi, Bağcılar, Turkey|Istanbul University Cerrahpasa-Cerrahpasa Medical Faculty, Fatih, Turkey", ,https://ClinicalTrials.gov/show/NCT04928430
NCT04757857,COVID-19 Antithrombotic Rivaroxaban Evaluation,CARE,Recruiting,No Results Available,COVID-19,Rivaroxaban 10 mg,Venous thromboembolic events (VTE)|Mechanical ventilation free-survival|Major Adverse Cardiovascular Events (MACE)|Out-of-hospital death not attributed to major injury|Time from randomization to hospitalization|Length of Hospitalization|Hospitalization in Intensive Care Unit|Clinical requirement of mechanical ventilation|Clinical duration of mechanical ventilation|Composite vascular endpoint I|Composite vascular endpoint II|Major Bleeding|Mortality,Hospital Alemão Oswaldo Cruz|Bayer|Hospital Israelita Albert Einstein|Hospital do Coracao|Hospital Sirio-Libanes|Hospital Moinhos de Vento|Brazilian Research In Intensive Care Network|Brazilian Clinical Research Institute,All,18 Years, ,Adult|Older Adult,Phase 4,1000,Other|Industry,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,36066320.5.1001.0070,"September 29, 2020","September 28, 2021","October 30, 2021","February 17, 2021","August 25, 2021","Clínica Senhor do Bonfim, Feira de Santana, Bahia, Brazil|Hospital Maternidade São Vicente de Paulo, Barbalha, Ceará, Brazil|Hospital de Base do Distrito Federal, Brasília, Distrito Federal, Brazil|Hospital de Campanha Covid-19 Goiânia/Sesgo, Goiânia, Goias, Brazil|Hospital Estadual de Urgências de Trindade/SESGO, Trindade, Goias, Brazil|Núcleo de Pesquisa Clínica do Hospital Vera Cruz, Belo Horizonte, Minas Gerais, Brazil|Hospital São Lucas, Belo Horizonte, Minas Gerais, Brazil|Santa Casa de Misericórdia de Passos, Passos, Minas Gerais, Brazil|Hospital Universitário Regional de Maringá, Maringá, Paraná, Brazil|Beneficencia Nipo Brasileira Da Amazonia, Belém, Para, Brazil|Hospital Adventista de Belém, Belém, Para, Brazil|Associação Dr. Bartholomeu Tacchini, Bento Gonçalves, Rio Grande Do Sul, Brazil|Hospital São Vicente de Paulo, Passo Fundo, Rio Grande Do Sul, Brazil|Hospital das Clínicas de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil|Hospital Universitario de Santa Maria, Santa Maria, Rio Grande Do Sul, Brazil|Clínica Procárdio Ltda, Blumenau, Santa Catarina, Brazil|H&W Cardiologia LTDA, Joinville, Santa Catarina, Brazil|Irmandade santa Casa de Araras, Araras, São Paulo, Brazil|Alphacor Cardiologia Clínica e Diagnóstica LTDA, Barueri, São Paulo, Brazil|Maestri e Kormann Consultoria Medico-Cientifica LTDA - EPP, Blumenau, São Paulo, Brazil|Hospital Regional do Litoral Norte - Instituto Sócrates Guanaes, Caraguatatuba, São Paulo, Brazil|Hospital Santos Dumont Litoral Norte, Caraguatatuba, São Paulo, Brazil|Hospital de Corderiopolis, Cordeiropolis, São Paulo, Brazil|Hospital Regional Jorge Rossman - Instituto Sócrates Guanaes, Itanhaém, São Paulo, Brazil|Hospital Carlos Fernando Malzoni, Matão, São Paulo, Brazil|Hospital Moinhos de Vento, Porto Alegre, São Paulo, Brazil|Hospital Regional de Registro - Instituto Sócrates Guanaes, Registro, São Paulo, Brazil|Hospital Unimed Ribeirão Preto, Ribeirão Preto, São Paulo, Brazil|Kaiser Clinica e Hospital Dia, São José do Rio Preto, São Paulo, Brazil|Braile Hospital Dia Ltda, São José Do Rio Preto, São Paulo, Brazil|Hospital Policlin, São José Dos Campos, São Paulo, Brazil|Hospital Regional de São José dos Campos - Instituto Sócrates Guanaes, São José Dos Campos, São Paulo, Brazil|Santa Casa de Misericórdia de Votuporanga, Votuporanga, São Paulo, Brazil|International Research Center - Hospital Alemão Oswaldo Cruz, São Paulo, Brazil|Hospital Leforte Liberdade, São Paulo, Brazil|Incor - Instituto do Coração do Hospital das Clínicas da FMUSP, São Paulo, Brazil", ,https://ClinicalTrials.gov/show/NCT04757857
NCT04482621,Decitabine for Coronavirus (COVID-19) Pneumonia- Acute Respiratory Distress Syndrome (ARDS) Treatment: DART Trial,DART,Recruiting,No Results Available,COVID-19,Decitabine|Placebo Saline,Change in clinical state as assessed by a 6-point ordinal scale|Safety as assessed by adverse events|Change in oxygenation index|Change in fraction of inspired oxygen|Time (days) to clinical improvement|Overall survival|Length of stay in hospital|Ventilator free days|Time to Polymerase chain reaction (PCR) negativity|Percentage of patients with National Early Warning Score 2 of 3 or more,Johns Hopkins University,All,18 Years, ,Adult|Older Adult,Phase 2,40,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",IRB00247544,"September 14, 2020",February 2022,March 2022,"July 22, 2020","September 28, 2021","Johns Hopkins University, Baltimore, Maryland, United States", ,https://ClinicalTrials.gov/show/NCT04482621
NCT04404179,Setting up a COVID-19 Care Facility at a Prison in Pakistan, ,Completed,No Results Available,COVID-19,COVID-19 FACILITY,Recovery|Mortality|ICU admission,"Services Institute of Medical Sciences, Pakistan",All, , ,Child|Adult|Older Adult, ,69,Other,Observational, ,Observational Model: Case-Only|Time Perspective: Prospective,CovJ,"March 27, 2020","May 2, 2020","May 2, 2020","May 27, 2020","May 29, 2020","Camp Jail / COVID-19 CARE FACILITY/ SIMS, Lahore, Pakistan", ,https://ClinicalTrials.gov/show/NCT04404179
NCT04474483,Safety and Efficacy of Melatonin in Outpatients Infected With COVID-19,COVID-19,Recruiting,No Results Available,COVID-19,Melatonin|Placebo (Methylcellulose) capsule,Cumulative Incidence of Treatment-Emergent Adverse Events|Hospitalization|COVID-19 related symptoms|Rate of resolution of COVID-19 related symptoms|Mortality,State University of New York at Buffalo,All,18 Years, ,Adult|Older Adult,Phase 2,30,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",UBMELCOVID19,"November 6, 2020","December 31, 2021","December 31, 2021","July 16, 2020","June 11, 2021","University at Buffalo, Buffalo, New York, United States", ,https://ClinicalTrials.gov/show/NCT04474483
NCT05096091,"International Study on COVID-19 Vaccine to Assess Immunogenicity, Reactogenicity and Efficacy (InVITE)",InVITE,Recruiting,No Results Available,COVID-19, ,"1. To characterize immunogenicity (by measurement of anti-Spike [S] antibody [Ab]) of available COVID-19 vaccines in the overall study population, in each of the countries and in defined subgroups|Evaluate duration of immunogenicity|Evaluate immunogenicity in predefined subgroups (by age, body mass index [BMI], comorbidities, HIV, breakthrough infection, or evidence of prior infection with SARS-CoV-2).|Characterize virus causing breakthrough infections using viral genomic sequencing.|Compare immunogenicity between different vaccines.|Evaluate infection rates after vaccination.","National Institute of Allergy and Infectious Diseases (NIAID)|Institut National de Recherche Biomédicale. Kinshasa, République Démocratique du Congo|Partnership for Clinical Research in Guinea/Partenariat de Recherche Clinique en Guinée (PREGUI)|National Institute of Health Research and Development, Ministry of Health Republic of Indonesia|Partnership for Research on Ebola Virus in Liberia (PREVAIL)|University Clinical Research Center, Mali|National Institute of Medical Sciences and Nutrition, Salvador Zubiran|Onom Foundation and Liver Center",All,18 Years, ,Adult|Older Adult, ,10000,NIH|Other,Observational, ,Observational Model: Ecologic or Community|Time Perspective: Cross-Sectional,InVITE 01,"August 16, 2021",August 2024,February 2025,"October 27, 2021","January 12, 2022","National Institute for Biomedical Research/Institut National de Recherche Biomédicale (INRB), Gombe, Kinshasa, Congo, The Democratic Republic of the|Partnership for Clinical Research in Guinea/Partenariat de Recherche Clinique en Guinée (PREGUI), Conakry, Guinea|National Institute of Health Research and Development (NIHRD), Ministry of Health, Republic of Jakarta - RSU Kabupaten Tangerang, Tangerang, Indonesia|Partnership for Research in Vaccines and Infectious Diseases in Liberia (PREVAIL) - Duport Road Health Center, Monrovia, Liberia|University Clinical Research Center (UCRC) University of Sciences, Techniques and Technologies of Bamako, Bamako, Mali|LaRed Network, Mexico City, Mexico|LaRed Network, Monterrey, Mexico|LaRed Network, Oaxaca, Mexico|LaRed Network, Tapachula, Mexico|Onom Foundation and Liver Center, Ulaanbaatar, Mongolia", ,https://ClinicalTrials.gov/show/NCT05096091
NCT04716426,APT™ T3X on the COVID-19 Contamination Rate, ,Completed,Has Results,COVID-19,Tetracycline hydrochloride 3%|Placebo,COVID-19 Contamination Rate.|Number of Participants With Adverse Events|Average Number of Adverse Events|Days Over Which an Adverse Event Was Reported|Other Virus or Bacteria Contamination Rate.,University of Nove de Julho|Santa Casa de Misericórdia de Porto Alegre,All,18 Years, ,Adult|Older Adult,Not Applicable,100,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",4.485.847,"January 28, 2021","March 25, 2021","March 25, 2021","January 20, 2021","April 8, 2021","April 8, 2021","Santa Casa de Misericórdia de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil","
        |Study Protocol and Statistical Analysis Plan|https://ClinicalTrials.gov/ProvidedDocs/26/NCT04716426/Prot_SAP_000.pdf",https://ClinicalTrials.gov/show/NCT04716426
NCT05069636,Lymphatic Osteopathic Manipulative Medicine to Enhance Coronavirus (COVID-19) Vaccination Efficacy, ,Not yet recruiting,No Results Available,COVID-19,Lymphatic OMM|Light Touch,severe acute respiratory syndrome-associated coronavirus 2 (SARS-Cov-2) antibody levels,Rowan University,All,18 Years, ,Adult|Older Adult,Not Applicable,100,Other,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Other,PRO-2021-519,"November 15, 2021","February 28, 2023","February 28, 2023","October 6, 2021","November 10, 2021", , ,https://ClinicalTrials.gov/show/NCT05069636
NCT04853069,Oestrogen Treatment for COVID-19 Symptoms, ,Not yet recruiting,No Results Available,COVID-19,Transdermal estradiol gel,Evidence of disease progression for mild cases|Evidence of disease progression in hospitalised patients (moderate and severe cases)|Hospital mortality|Duration of hospital admission|Admission to ICU/ HDU facility|Need for renal replacement therapy|Ventilation|Time to being fit for hospital discharge,Hamad Medical Corporation|Laboratoires Besins International,All,18 Years, ,Adult|Older Adult,Phase 2,2000,Industry,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,MRC-05-099,"May 17, 2021","February 28, 2022","March 31, 2022","April 21, 2021","April 21, 2021","Hamad Medical Corporation, Doha, Qatar", ,https://ClinicalTrials.gov/show/NCT04853069
NCT05041907,Finding Treatments for COVID-19: A Trial of Antiviral Pharmacodynamics in Early Symptomatic COVID-19 (PLATCOV),PLATCOV,Recruiting,No Results Available,COVID-19,Favipiravir|Monoclonal antibodies|Ivermectin|No treatment|Remdesivir,"Rate of viral clearance for repurposed drugs|Rate of viral clearance of positive control (monoclonal antibodies) over time relative to the negative control|Rate of viral clearance for small novel molecule drugs|Viral kinetic levels in early COVID-19 disease|Number of antiviral treatment arms that show a positive signal (>90% probability of >5% acceleration in viral clearance)|Rates of viral clearance by treatment arm, as compared against REGN-COV2 (monoclonal antibody cocktail)",University of Oxford,All,18 Years,50 Years,Adult,Phase 2,750,Other,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,VIR21001,"September 30, 2021",August 2023,August 2023,"September 13, 2021","January 28, 2022","Universidade Federal de Minas Gerais, Minas Gerais, Brazil|Vajira hospital, Bangkok, Thailand|Faculty of Tropical Medicine, Mahidol University, Bangkok, Thailand|Bangplee Hospital, Samut Prakan, Thailand", ,https://ClinicalTrials.gov/show/NCT05041907
NCT04479358,Low-dose Tocilizumab Versus Standard of Care in Hospitalized Patients With COVID-19,COVIDOSE-2,Recruiting,No Results Available,COVID-19,Tocilizumab|Tocilizumab|Standard of Care|Standard of Care,Time to Recovery|Achievement of Recovery|Overall Survival|Hospital Length of Stay|Clinical Response: Maximum Temperature (Tmax) Response|Clinical Response: Rate of Non-Elective Invasive Mechanical Ventilation|Clinical Response: Duration of Non-Elective Invasive Mechanical Ventilation|Clinical Response: Time to Non-Elective Invasive Mechanical Ventilation|Clinical Response: Rate of Vasopressor/Inotrope Utilization|Clinical Response: Duration of Vasopressor/Inotrope Utilization|Clinical Response: Time to Vasopressor/Inotrope Utilization|Clinical Response: Duration of Increased Supplemental Oxygen from Baseline|Biochemical Response: C-reactive Protein Response Rate|Safety: Rate of Secondary Infection,University of Chicago,All,18 Years, ,Adult|Older Adult,Phase 2,332,Other,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IRB20-1179,"September 10, 2020","March 1, 2022","March 1, 2023","July 21, 2020","December 2, 2021","University of Chicago Medicine, Chicago, Illinois, United States", ,https://ClinicalTrials.gov/show/NCT04479358
NCT04389658,Contagiousness and Immunogenicity Status of COVID-19 in Asymptomatic Population (COVID-19 CONDITION),CONDITION,Completed,No Results Available,COVID-19, ,Prevalence of contagiousness in asymptomatic individuals by PCR|Ratio of asymptomatic immunized (IgA/IgM and IgG) population|Description of demographic characteristics,Igenomix,All, , ,Child|Adult|Older Adult, ,1526,Industry,Observational, ,Observational Model: Other|Time Perspective: Retrospective,IGX1-COV-XS-20-01,"May 7, 2020","June 10, 2020","August 25, 2020","May 15, 2020","October 9, 2020","Igenomix, Paterna, Valencia, Spain", ,https://ClinicalTrials.gov/show/NCT04389658
NCT04342689,The Role of Resistant Starch in COVID-19 Infection, ,Recruiting,No Results Available,COVID-19,Dietary Supplement containing resistant starch|Placebo Starch,Rates of hospitalization for a COVID-19 related complication (Phase 3)|Time to clinical recovery (TTCR) (Phase 2)|Symptom Severity Score (Phase 2),Yale University|University of Michigan,All,19 Years, ,Adult|Older Adult,Phase 2|Phase 3,1500,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",2000027887,"June 3, 2020","March 1, 2022","March 1, 2022","April 13, 2020","September 17, 2021","Yale University, New Haven, Connecticut, United States|University of Michigan, Ann Arbor, Michigan, United States", ,https://ClinicalTrials.gov/show/NCT04342689
NCT05027464,Developing and Testing a COVID-19 Vaccination Acceptance Intervention,CoVAcS,Not yet recruiting,No Results Available,COVID-19 Vaccination,Moving to COVID-19 Vaccine Acceptance Intervention,COVID-19 Vaccination Status|Seasonal Influenza Vaccination Status|Survey of Veterans from Intervention and Usual Care who did and did not receive COVID-19 vaccination|Qualitative Interview with purposive subset of Veterans from Intervention and Usual Care who did and did not receive COVID-19 vaccination|Qualitative Interviews with VA staff and Healthcare Providers|Secondary Analysis of VA National Data,VA Office of Research and Development|VA Bedford Healthcare System,All,18 Years, ,Adult|Older Adult,Not Applicable,2500,U.S. Fed|Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Health Services Research",SDR 21-141,"February 15, 2022","July 3, 2023","September 30, 2023","August 30, 2021","January 25, 2022","Central Arkansas Veterans Healthcare System Eugene J. Towbin Healthcare Center, Little Rock, AR, North Little Rock, Arkansas, United States|San Francisco VA Medical Center, San Francisco, CA, San Francisco, California, United States", ,https://ClinicalTrials.gov/show/NCT05027464
NCT04666116,Changes in Viral Load in COVID-19 After Probiotics, ,Recruiting,No Results Available,COVID-19,Dietary supplementation in patients with covid disease admitted to hospital,Viral load during the period of admission to the nasopharyngeal smear.|Clinical indicators on admission and every 48 hours thereafter|Analytical parameters|Mobility|Microbiome analysis in feces,Hospital de Sagunto|Biopolis S.L.|Laboratorios Heel España,All,18 Years,99 Years,Adult|Older Adult,Not Applicable,96,Other|Industry,Interventional, ,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,HdeSagunto,"April 1, 2020",December 2020,February 2021,"December 14, 2020","December 16, 2020","Hospital de Sagunto, Sagunto, Valencia, Spain|Hospital de Sagunto, Valencia, Spain", ,https://ClinicalTrials.gov/show/NCT04666116
NCT04369820,C5a Receptor Expression - COVID-19 (C5-COV),C5-COV,Recruiting,No Results Available,COVID-19,draw blood,Show an overexpression of C5a receptor in patients with ARDS secondary to COVID-19 compared to control patients (patients with COVID-19 without respiratory distress and healthy volunteers).,Assistance Publique Hopitaux De Marseille|Innate Pharma,All,18 Years, ,Adult|Older Adult,Not Applicable,100,Other|Industry,Interventional, ,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other,2020-14|IDRCB,"March 31, 2020",September 2020,November 2020,"April 30, 2020","May 4, 2020","Assistance Publique Hôpitaux de Marseille, Marseille, France", ,https://ClinicalTrials.gov/show/NCT04369820
NCT04401423,TXA127 for the Treatment of Severe COVID-19, ,Completed,No Results Available,COVID-19,TXA127|Placebo,Change of serum creatinine|Number of participants requiring intubation and ventilatory support|Change in number of deceased participants|Number of participants requiring dialysis|Number of participants requiring a vasopressors|Change in blood inflammatory markers|Percent change in supplemental oxygen requirements,Columbia University|Constant Therapeutics LLC,All,18 Years, ,Adult|Older Adult,Phase 2,22,Other|Industry,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",AAAT0535,"February 10, 2021","June 10, 2021","June 10, 2021","May 26, 2020","July 29, 2021","Columbia University Irving Medical Center, New York, New York, United States", ,https://ClinicalTrials.gov/show/NCT04401423
NCT04470557,Relation Between Lab Finding and COVID-19 Severity, ,Not yet recruiting,No Results Available,COVID-19,"D-dimer,CBC.ESR,CRP,|Liver function tests ,serum ferritin and PCR for COVID-19 .",Estimation of severity of patients with COVID-19 in relation to Laboratory findings.,Assiut University,All, , ,Child|Adult|Older Adult, ,100,Other,Observational, ,Observational Model: Other|Time Perspective: Cross-Sectional,RLCS,"July 15, 2020","October 1, 2020","December 1, 2020","July 14, 2020","July 14, 2020", , ,https://ClinicalTrials.gov/show/NCT04470557
NCT04558372,Genosvid Diagnostic Test for Early Detection of COVID-19, ,Completed,No Results Available,COVID-19,exhaled breath sampling|exhaled breath sampling|exhaled breath sampling,Diagnostic accuracy of electronic nose signal in COVID-19,Gadjah Mada University,All,4 Years, ,Child|Adult|Older Adult,Not Applicable,1999,Other,Interventional, ,"Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Diagnostic",1.6/2020,"April 1, 2020","December 12, 2020","December 12, 2020","September 22, 2020","December 29, 2020","RS Bhayangkara Tk I R.Said Soekanto, Jakarta, Indonesia|Saiful Anwar, Malang, Indonesia|Dr Sardjito Hospital, Yogyakarta, Indonesia|Bambanglipuro Hospital, Yogyakarta, Indonesia|Bhayangkara Tk III Polda DIY, Yogyakarta, Indonesia|RS Akademik UGM, Yogyakarta, Indonesia|RSPAU Hardjolukito, Yogyakarta, Indonesia|RST Tk III Dr Soetarto, Yogyakarta, Indonesia", ,https://ClinicalTrials.gov/show/NCT04558372
